,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,months_as_customer,policy_deductable,policy_annual_premium,umbrella_limit,capital_gains,capital_loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim
512,2.5,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,194,1000,1193.45,0,0,0,11,1,2,1,11760,5880,41160
513,2.5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,184,1000,1437.53,0,0,0,6,3,0,2,11940,5970,35820
514,1.0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,479,2000,1304.83,0,0,0,18,1,0,0,5050,10100,45450
515,2.5,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,284,1000,1168.8,0,0,-42400,11,1,0,3,6500,3250,26000
516,1.0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,65,1000,1164.97,0,43000,-42500,17,1,1,2,3570,7140,32130
517,2.5,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,222,1000,1232.72,0,87800,-51200,21,3,1,0,14660,14660,58640
518,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,196,2000,1800.76,0,0,-78600,0,3,1,0,4780,4780,38240
519,5.0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,253,500,1187.01,7000000,46300,-33000,9,1,0,1,640,640,2560
520,1.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,280,1000,1559.34,0,0,-51600,1,1,0,2,14000,7000,56000
521,2.5,0,7,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,2000,1137.02,0,31500,0,22,1,1,3,16020,16020,56070
522,1.0,1,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,220,1000,1281.72,0,33500,-49500,20,4,0,2,4340,4340,39060
523,1.0,0,6,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,85,1000,796.35,0,72400,-77000,9,3,2,1,5360,10720,42880
524,2.5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,266,500,1270.02,0,0,-45800,5,1,1,2,480,240,1440
525,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,41,1000,1383.13,0,46700,0,12,1,1,1,530,1060,5300
526,1.0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,316,2000,1290.74,5000000,58300,0,6,3,2,0,7170,14340,57360
527,1.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,285,1000,1216.68,0,55100,0,8,1,1,1,300,300,2100
528,1.0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,379,500,1251.16,0,41400,0,14,1,0,1,6330,6330,63300
529,2.5,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,15,2000,1586.41,0,33500,-58900,10,1,1,3,6870,13740,54960
530,5.0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,354,2000,1526.11,5000000,0,0,12,1,2,3,15040,15040,60160
531,1.0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,342,1000,1028.44,0,0,0,12,1,0,0,14720,7360,58880
532,1.0,1,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,169,1000,1555.94,0,23300,0,12,3,1,3,6590,13180,59310
533,5.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,339,2000,1570.77,0,98800,-65300,13,1,0,3,1240,620,4960
534,1.0,0,7,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,259,2000,1170.53,0,65000,-49200,17,3,1,2,5690,11380,45520
535,2.5,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,65,1000,1099.95,0,0,-71900,14,1,1,0,6550,6550,39300
536,2.5,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,2000,1472.43,0,0,-90600,3,3,1,3,5780,11560,46240
537,2.5,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,440,500,1275.62,0,0,-56200,18,3,2,1,6140,6140,49120
538,2.5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,478,1000,1292.3,0,47600,0,5,1,1,3,940,470,3290
539,2.5,0,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,230,2000,1009.37,0,45400,-39400,19,1,0,2,13480,13480,47180
540,5.0,0,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,138,500,1093.07,4000000,27700,-72400,0,1,2,2,6930,13860,62370
541,2.5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,239,1000,1325.44,7000000,51400,-6300,22,1,0,2,1660,830,8300
542,1.0,0,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,93,2000,1017.18,0,0,0,21,3,1,3,8740,8740,30590
543,1.0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,37,1000,1221.17,0,49300,0,4,3,0,0,5670,11340,34020
544,1.0,1,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,254,500,1927.87,0,0,0,10,1,0,1,0,5410,37870
545,2.5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,131,1000,978.27,0,65700,0,5,1,1,3,15280,7640,53480
546,1.0,1,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,230,2000,1221.14,0,48100,0,13,1,0,2,13720,13720,48020
547,1.0,1,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,313,2000,1255.62,0,0,0,18,3,2,1,13800,6900,48300
548,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,210,500,999.52,0,0,0,6,1,1,2,1440,720,6480
549,2.5,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,101,500,1380.89,0,30000,-53000,0,3,2,1,12220,12220,42770
550,5.0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,153,500,1010.77,0,52300,-55600,5,3,0,3,4250,4250,34000
551,1.0,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,337,500,1205.86,0,0,-34600,8,1,0,1,14400,7200,64800
552,5.0,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,360,1000,1526.61,0,0,-32900,5,1,2,2,840,840,2940
553,1.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,428,1000,1496.44,0,0,0,9,1,2,2,630,1260,5040
554,1.0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,204,500,1256.2,0,0,0,10,3,1,2,8340,8340,25020
555,1.0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,364,500,1268.35,0,0,0,16,1,2,1,14060,14060,49210
556,5.0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,185,2000,1421.59,0,0,0,8,1,2,3,900,450,3600
557,5.0,1,7,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,63,500,1500.04,6000000,0,-36500,5,1,0,2,860,860,3440
558,1.0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,210,500,1433.24,0,0,-19500,11,3,2,1,2730,2730,19110
559,1.0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,194,2000,1231.25,0,46500,0,15,3,1,0,4880,9760,39040
560,5.0,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,294,500,1135.43,0,22700,0,23,3,1,1,3900,3900,35100
561,2.5,1,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,272,2000,945.73,5000000,38600,-42800,23,1,0,0,16820,8410,58870
562,1.0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,27,2000,1118.76,0,0,-55800,23,1,1,3,6840,6840,47880
563,5.0,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,251,2000,1231.98,0,0,-31700,10,1,0,0,5530,5530,33180
564,5.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,180,2000,1005.47,0,58100,-49000,12,4,2,3,11540,5770,40390
565,1.0,0,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,392,2000,1108.97,0,68400,-66800,4,1,2,2,16620,16620,74790
566,1.0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,143,500,1392.39,5000000,0,-65700,16,1,2,0,10860,5430,38010
567,1.0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,371,2000,1317.97,0,34700,-81000,18,3,1,2,5380,5380,21520
568,2.5,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,292,1000,1588.22,0,0,-53800,15,3,1,1,16920,8460,59220
569,2.5,1,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,165,500,900.02,6000000,0,-49900,8,1,1,3,6970,6970,55760
570,1.0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,158,1000,1744.64,3000000,0,0,4,3,0,1,3640,7280,25480
571,2.5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,241,1000,1260.56,0,0,-54900,20,3,0,2,4690,4690,28140
572,5.0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,103,2000,1021.14,0,69500,-47700,1,3,2,3,14380,14380,50330
573,2.5,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,402,2000,1285.09,0,48000,-79600,19,1,0,2,7530,15060,45180
574,1.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,102,500,1537.07,3000000,0,0,11,1,1,0,9480,4740,33180
575,1.0,1,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,182,1000,1022.42,0,50000,-56900,13,1,0,2,7110,14220,49770
576,1.0,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,282,2000,1558.86,0,51100,-75100,2,1,2,2,13880,6940,48580
577,5.0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,222,500,1757.87,0,71400,0,9,3,2,1,5000,10000,40000
578,2.5,1,7,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,415,1000,973.5,0,50400,0,15,2,1,3,7860,7860,35370
579,5.0,1,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,51,500,1430.8,0,0,0,23,1,2,3,6420,19260,38520
580,5.0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,255,500,1192.27,0,0,-40200,16,1,2,0,12240,12240,42840
581,2.5,1,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,143,500,1163.83,0,37700,0,21,4,2,0,6920,13840,55360
582,5.0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130,1000,1003.15,0,0,-38500,21,2,2,1,13080,13080,58860
583,2.5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,242,2000,1153.54,6000000,0,-57000,3,3,0,1,12380,12380,43330
584,1.0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,96,1000,1631.1,0,0,0,4,1,1,2,670,670,4690
585,5.0,1,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,180,1000,1252.48,0,0,-55800,17,1,1,3,1020,510,3570
586,1.0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,150,1000,1677.26,0,40100,0,7,1,1,3,510,510,3570
587,2.5,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,463,1000,979.73,0,51700,0,14,2,1,2,7240,14480,50680
588,2.5,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,472,500,989.24,0,0,0,13,1,2,3,14180,7090,49630
589,5.0,0,5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,75,1000,1389.86,0,0,0,23,2,2,3,6510,6510,52080
590,1.0,0,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,193,500,1233.85,0,0,0,23,3,2,1,0,14280,49980
591,5.0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,43,500,1320.39,0,0,0,16,1,2,1,7270,21810,50890
592,1.0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,253,1000,1435.09,0,36600,0,17,1,2,0,6290,6290,44030
593,5.0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,152,500,1448.54,0,58600,0,9,1,1,1,7690,7690,69210
594,2.5,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,160,500,1733.56,0,0,-43800,13,3,2,1,7420,14840,44520
595,1.0,1,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,56,500,1533.07,0,0,-28800,13,1,1,2,0,6500,52000
596,1.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,286,500,1106.77,0,45500,-62500,3,1,2,0,500,500,4000
597,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,500,995.7,5000000,0,0,3,1,2,1,500,1000,3500
598,2.5,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,286,1000,1298.85,6000000,71300,-70300,16,3,1,3,6050,12100,36300
599,2.5,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,239,1000,1276.73,5000000,0,0,12,3,1,3,6880,6880,48160
600,2.5,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,64,2000,1202.28,0,0,-61400,4,1,1,2,4370,4370,34960
601,1.0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,98,500,671.92,0,0,-26400,3,1,2,0,7120,7120,49840
602,2.5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,16,1000,1358.03,0,59300,-31400,0,1,2,1,10000,10000,35000
603,2.5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,70,1000,1008.79,4000000,46000,0,19,1,2,3,0,550,3850
604,1.0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,75,1000,1141.1,0,0,0,15,2,0,1,5970,11940,53730
605,1.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,246,1000,1397.0,0,0,0,6,1,1,0,6860,6860,48020
606,5.0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,110,1000,1664.66,0,0,-66200,3,1,0,3,5750,5750,46000
607,2.5,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,236,1000,1151.39,4000000,0,-63900,17,1,0,0,870,1740,6090
608,1.0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,267,2000,1546.01,0,0,0,4,4,2,1,15420,7710,53970
609,2.5,1,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,463,500,1063.67,0,0,0,14,1,2,0,6600,6600,46200
610,1.0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,303,1000,709.14,0,0,0,3,3,1,0,9980,4990,39920
611,2.5,1,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,137,500,1039.55,0,55600,-59700,4,3,2,1,6730,13460,53840
612,2.5,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,56,500,1339.39,0,0,0,13,1,1,2,11180,11180,39130
613,2.5,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,1000,1202.75,0,57900,-90100,23,3,0,2,6630,13260,59670
614,1.0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,131,2000,1081.17,0,0,-65200,3,1,0,1,490,490,3920
615,2.5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,153,500,991.39,0,45600,-61400,0,3,1,0,14140,14140,49490
616,5.0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,255,500,984.02,0,75800,0,14,2,2,2,7470,14940,52290
617,1.0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103,500,1354.83,0,66300,0,14,2,2,2,4060,4060,32480
618,1.0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,97,1000,830.31,0,0,-32600,22,1,1,0,10060,10060,25150
619,1.0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,214,2000,987.42,7000000,0,0,17,3,0,3,4280,8560,34240
620,5.0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,438,500,1119.29,0,0,0,14,1,0,0,4070,4070,32560
621,1.0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,87,500,1048.39,0,0,0,2,1,2,1,6300,3150,25200
622,5.0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,27,1000,1074.47,0,0,0,4,1,2,0,400,400,2400
623,5.0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,206,1000,1230.76,0,0,-74200,2,1,1,1,7180,14360,57440
624,5.0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,127,500,1255.02,0,58200,0,10,1,1,0,560,1120,4480
625,1.0,0,6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,422,1000,1555.52,0,43600,-67800,11,1,1,1,15500,7750,62000
626,1.0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,303,2000,836.11,5000000,0,0,1,4,1,2,12140,6070,54630
627,1.0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,228,500,1450.98,0,43700,0,20,1,0,2,1100,1100,3850
628,2.5,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,239,2000,625.08,0,44200,-37000,10,1,2,3,15980,7990,63920
629,1.0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,330,2000,1133.27,0,0,-56400,20,2,0,2,11000,5500,44000
630,5.0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,128,500,1366.6,0,0,0,10,3,2,1,16040,16040,56140
631,5.0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,147,1000,1439.9,6000000,0,-48400,2,2,1,2,9760,4880,39040
632,5.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,287,1000,1230.69,0,0,-54600,19,1,0,2,5380,5380,43040
633,1.0,0,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,142,2000,1307.68,0,0,-48500,10,1,1,2,4530,9060,40770
634,5.0,0,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,162,2000,1124.69,0,0,0,14,1,0,3,9880,4940,39520
635,1.0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,140,1000,1520.78,0,0,-42900,5,1,0,2,520,260,2080
636,1.0,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,106,2000,1609.11,0,0,0,8,1,2,1,0,1220,4270
637,5.0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,292,1000,1358.91,0,0,0,4,1,0,2,670,1340,5360
638,5.0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,500,1295.87,0,0,0,4,3,1,0,5080,5080,40640
639,2.5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,290,500,1161.03,5000000,45300,0,20,2,1,1,5190,5190,31140
640,5.0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,182,2000,1441.06,0,53800,-78300,18,1,2,3,8150,16300,65200
641,1.0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,362,1000,1097.99,0,44400,-71500,0,3,0,3,0,0,39690
